name,price
McDonald's,401
Heinz,327
Sun-Pat,455
KFC,307
Carib Brewery,256
Wonder Bread,215
Nutella,239
Cheetos,87
Knorr,57
Carib Brewery,71
Subway,374
Tic Tac,348
Nabisco,442
Vitta Foods,328
Doritos,190
Pizza Hut,356
Kinder,427
Starbucks,284
Dunkin' Donuts,498
Nesquik,179
Betty Crocker,50
Red Lobster,430
Carib Brewery,166
Nutella,466
Baskin robbins,479
Cobblestone,383
Bel Group,276
Olymel,402
Nutella,108
Pizza Hut,390
KFC,197
Starbucks,403
Carib Brewery,372
Cobblestone,87
Taco Bell,475
Burger King,435
Nutella,409
Subway,170
McDonald's,58
LEonidas,491
Vitta Foods,70
Cheetos,378
Vitta Foods,338
Burger King,292
Andy Capp's fries,95
M&M Food Market,287
Sun-Pat,208
Lavazza,244
Nesquik,244
Betty Crocker,214
KFC,420
Pizza Hut,137
Papadopoulos,265
Knorr,252
Red Lobster,460
Subway,454
Taco Bell,227
Heinz,448
Knorr,120
Magnum,246
Subway,404
Burger King,246
Cobblestone,454
Nabisco,300
Domino,433
Dr. Oetker,82
Bel Group,147
Kinder,113
Dunkin' Donuts,178
Red Lobster,273
Magnum,492
Cobblestone,386
Magnum,367
Applebee's,151
LEonidas,262
LEonidas,480
Sun-Pat,199
Carib Brewery,115
Wonder Bread,478
Knorr,332
Nabisco,173
Wendy's,214
Betty Crocker,142
Dunkin' Donuts,198
Lavazza,341
Nabisco,303
Vitta Foods,191
Sun-Pat,185
Cheetos,353
Sun-Pat,336
Nutella,55
Applebee's,486
Bel Group,138
Domino,462
Baskin robbins,456
Bewley's,367
Burger King,309
Bel Group,289
Vitta Foods,479
Applebee's,328
Kits,342
Starbucks,460
Nabisco,59
Wendy's,188
Doritos,400
Andy Capp's fries,376
Cobblestone,147
Soprole,152
Subway,66
Nesquik,302
Bewley's,380
Red Lobster,249
Nutella,285
Baskin robbins,219
Kits,92
Cobblestone,280
Doritos,497
LEonidas,171
Baskin robbins,87
Soprole,160
Olymel,114
Red Lobster,209
Nabisco,56
Pizza Hut,147
Tic Tac,61
Bel Group,472
Tic Tac,243
Tic Tac,194
Domino,245
Wendy's,373
Starbucks,331
Bel Group,324
Domino,125
Kinder,204
Dunkin' Donuts,247
Carib Brewery,139
Secret Recipe,433
Pizza Hut,324
Papadopoulos,428
Nabisco,451
Dr. Oetker,460
McDonald's,65
Knorr,224
Dunkin' Donuts,164
Baskin robbins,167
Magnum,364
Carib Brewery,53
Lavazza,305
Starbucks,321
Starbucks,74
Vitta Foods,61
LEonidas,243
KFC,74
Sun-Pat,52
Kits,163
Heinz,326
Red Lobster,100
LEonidas,490
Nesquik,146
Betty Crocker,80
Papadopoulos,404
Red Lobster,218
Sun-Pat,227
Nesquik,184
McDonald's,408
Soprole,463
KFC,124
Nutella,108
Cobblestone,85
Nesquik,404
Bewley's,341
Olymel,444
Domino,140
Cheetos,484
Domino,219
Domino,355
Knorr,425
Taco Bell,133
Magnum,143
Magnum,291
KFC,199
McDonald's,169
Papadopoulos,445
Andy Capp's fries,71
Olymel,245
Dunkin' Donuts,66
Nesquik,490
Secret Recipe,440
M&M Food Market,200
Nutella,239
Nutella,118
Tic Tac,103
Lavazza,67
Carib Brewery,96
Sun-Pat,380
Cobblestone,105
Subway,304
Knorr,240
Baskin robbins,465
Lavazza,312
Papadopoulos,246
Betty Crocker,54
Soprole,237
LEonidas,435
Papadopoulos,352
M&M Food Market,265
Secret Recipe,223
Sun-Pat,401
Cheetos,225
Nutella,274
Heinz,307
Burger King,256
Nesquik,285
Betty Crocker,295
Baskin robbins,450
Soprole,352
Applebee's,198
Starbucks,262
Pizza Hut,429
Pizza Hut,468
Cheetos,152
LEonidas,478
Baskin robbins,428
Magnum,448
KFC,81
KFC,386
Wendy's,429
Heinz,480
Wendy's,192
Starbucks,142
Dunkin' Donuts,59
Soprole,335
KFC,462
Cheetos,484
McDonald's,120
Wonder Bread,335
Wendy's,496
Kinder,306
Applebee's,261
Secret Recipe,173
Doritos,444
M&M Food Market,75
KFC,492
Andy Capp's fries,117
Taco Bell,472
Domino,77
KFC,132
Subway,252
McDonald's,476
Wendy's,152
Lavazza,439
Wonder Bread,401
Andy Capp's fries,190
Bewley's,55
Magnum,147
Vitta Foods,295
Wendy's,328
Papadopoulos,399
Wonder Bread,353
Doritos,482
Bel Group,200
Burger King,299
Doritos,203
Doritos,418
Soprole,309
Kits,69
Domino,88
Nutella,423
Cheetos,421
Pizza Hut,334
Nabisco,346
Cobblestone,196
Vitta Foods,459
Kits,198
Andy Capp's fries,275
Kinder,420
Bel Group,71
Applebee's,58
Domino,427
Carib Brewery,196
Sun-Pat,467
Secret Recipe,157
Baskin robbins,465
Carib Brewery,463
Doritos,357
Secret Recipe,314
Subway,75
Soprole,314
Wendy's,93
LEonidas,405
Subway,210
Dr. Oetker,146
Taco Bell,161
Heinz,236
Nesquik,455
Pizza Hut,339
Bewley's,78
Wendy's,189
Lavazza,92
Olymel,72
Magnum,112
Sun-Pat,494
Red Lobster,252
Taco Bell,140
Cobblestone,227
Wendy's,206
Bel Group,180
Kinder,172
Betty Crocker,86
Doritos,453
Baskin robbins,351
Magnum,408
Secret Recipe,342
Knorr,149
Kits,236
Nabisco,458
Nutella,289
Vitta Foods,116
Soprole,122
Wendy's,89
Soprole,312
Carib Brewery,367
Starbucks,67
Pizza Hut,253
Wendy's,380
Papadopoulos,176
Wonder Bread,177
Nutella,119
Cobblestone,424
Doritos,301
M&M Food Market,192
Dr. Oetker,458
Olymel,99
Burger King,376
Cobblestone,452
Taco Bell,327
Carib Brewery,325
Olymel,299
LEonidas,99
Nutella,166
Bel Group,225
Red Lobster,193
Starbucks,473
Papadopoulos,334
Sun-Pat,415
Magnum,452
Cheetos,251
Cheetos,227
Burger King,133
Papadopoulos,398
M&M Food Market,346
Baskin robbins,108
Olymel,461
Red Lobster,401
Carib Brewery,210
LEonidas,144
Nutella,244
Secret Recipe,148
Nesquik,423
Kinder,153
M&M Food Market,409
Nesquik,281
Kits,343
Dr. Oetker,331
Baskin robbins,406
Nesquik,227
LEonidas,112
Dunkin' Donuts,322
Bel Group,81
Baskin robbins,485
Bewley's,379
Taco Bell,169
Nabisco,327
Vitta Foods,66
Dr. Oetker,167
Subway,321
Dr. Oetker,187
Olymel,414
Taco Bell,325
Kits,291
Betty Crocker,312
Dunkin' Donuts,186
Nabisco,131
Sun-Pat,400
Heinz,359
Vitta Foods,72
Doritos,75
McDonald's,438
Bel Group,426
Subway,252
Andy Capp's fries,99
Cheetos,442
Papadopoulos,281
Nabisco,171
Vitta Foods,428
Kits,342
Wendy's,317
Red Lobster,118
Carib Brewery,155
Kinder,73
Applebee's,138
Bel Group,260
Secret Recipe,151
Nutella,96
Magnum,191
Taco Bell,373
Cobblestone,324
Tic Tac,345
Nesquik,398
Heinz,374
KFC,213
Magnum,474
Dunkin' Donuts,188
Kinder,98
Tic Tac,204
Betty Crocker,62
Magnum,151
Cheetos,266
Tic Tac,51
LEonidas,181
Sun-Pat,108
Domino,341
Subway,198
Secret Recipe,228
Bewley's,295
Kinder,190
Domino,189
Nesquik,328
Pizza Hut,190
Magnum,498
Olymel,408
Bel Group,260
Taco Bell,284
Nutella,98
Baskin robbins,219
Heinz,98
Red Lobster,272
Nesquik,418
Nutella,126
Dunkin' Donuts,189
Applebee's,340
Pizza Hut,189
Secret Recipe,259
LEonidas,273
Nesquik,432
Nesquik,294
Olymel,307
Nesquik,417
Starbucks,496
Nesquik,396
Burger King,143
Bel Group,211
Bewley's,468
Nesquik,479
Red Lobster,178
Soprole,143
Andy Capp's fries,283
Wendy's,292
Burger King,472
Dr. Oetker,82
KFC,237
Applebee's,181
Subway,166
KFC,335
Pizza Hut,181
KFC,460
Kits,446
Starbucks,402
Wonder Bread,55
LEonidas,218
Lavazza,330
Secret Recipe,426
Baskin robbins,452
Starbucks,346
LEonidas,305
Wonder Bread,473
Knorr,66
Magnum,50
Nabisco,483
Carib Brewery,267
Applebee's,262
LEonidas,459
Lavazza,409
Dr. Oetker,400
Sun-Pat,149
Dr. Oetker,235
Pizza Hut,404
Soprole,194
Baskin robbins,117
Dr. Oetker,220
Pizza Hut,173
Kits,418
Starbucks,499
Carib Brewery,60
Kits,450
LEonidas,242
KFC,87
Pizza Hut,449
Kits,222
McDonald's,202
Bewley's,95
Kinder,205
Burger King,491
LEonidas,69
Cobblestone,277
Starbucks,81
Magnum,367
Nesquik,375
Wonder Bread,387
Wendy's,206
Soprole,106
Soprole,381
Dunkin' Donuts,374
Cheetos,179
Wonder Bread,421
Bel Group,382
Andy Capp's fries,416
Sun-Pat,174
Nabisco,375
Wonder Bread,463
Burger King,67
Doritos,297
Wendy's,271
Sun-Pat,150
Applebee's,344
Cheetos,187
Pizza Hut,114
Sun-Pat,329
Pizza Hut,183
Doritos,364
McDonald's,175
Sun-Pat,274
Nabisco,113
Wonder Bread,497
Kits,422
Cheetos,356
Lavazza,90
Nutella,355
Burger King,128
Soprole,124
Nesquik,166
Secret Recipe,390
Cobblestone,483
Lavazza,282
Olymel,55
Starbucks,476
Kinder,366
Burger King,118
Wonder Bread,139
Secret Recipe,441
Carib Brewery,331
Dr. Oetker,117
Olymel,411
Vitta Foods,177
Nabisco,474
Olymel,141
LEonidas,284
M&M Food Market,157
Vitta Foods,444
Dr. Oetker,173
Betty Crocker,452
Heinz,76
KFC,289
Dunkin' Donuts,341
Andy Capp's fries,393
Subway,153
Tic Tac,434
Carib Brewery,264
Nesquik,121
LEonidas,291
Wendy's,86
Subway,163
Magnum,363
Pizza Hut,281
Nesquik,132
Olymel,288
Kinder,66
Carib Brewery,133
Magnum,92
Nabisco,339
Dr. Oetker,188
Sun-Pat,258
Andy Capp's fries,483
Lavazza,372
Burger King,103
Baskin robbins,414
Secret Recipe,329
Subway,362
M&M Food Market,295
Nabisco,154
Dr. Oetker,107
Taco Bell,268
LEonidas,384
Olymel,420
Betty Crocker,454
Dunkin' Donuts,55
KFC,471
Pizza Hut,364
Cheetos,420
LEonidas,435
Lavazza,346
Carib Brewery,493
Kits,217
Nabisco,238
Betty Crocker,229
LEonidas,175
Tic Tac,495
Cheetos,64
Betty Crocker,108
Starbucks,467
Betty Crocker,282
Vitta Foods,292
Cheetos,103
Tic Tac,211
Nabisco,306
Nabisco,403
Vitta Foods,221
Tic Tac,273
Kits,299
Burger King,144
McDonald's,396
Kits,212
Cobblestone,216
Dr. Oetker,476
Domino,205
KFC,200
KFC,344
Carib Brewery,427
Doritos,293
Papadopoulos,469
McDonald's,443
Olymel,139
Dr. Oetker,406
Secret Recipe,264
Nesquik,495
Applebee's,146
Doritos,352
Burger King,52
Domino,318
Red Lobster,94
Vitta Foods,465
Nutella,454
Dunkin' Donuts,452
Knorr,189
Secret Recipe,67
Heinz,279
Kinder,275
Soprole,336
M&M Food Market,436
Olymel,287
Kits,355
Knorr,257
Lavazza,372
Dunkin' Donuts,170
Nabisco,84
Pizza Hut,96
Cobblestone,238
Vitta Foods,309
Vitta Foods,175
Taco Bell,173
KFC,52
Olymel,83
Olymel,262
Olymel,138
Vitta Foods,402
Wonder Bread,321
Wonder Bread,360
Kinder,178
Carib Brewery,251
Papadopoulos,466
Bel Group,308
Carib Brewery,150
Andy Capp's fries,361
Olymel,327
Papadopoulos,110
Andy Capp's fries,191
Secret Recipe,463
LEonidas,72
McDonald's,392
Bel Group,450
Taco Bell,248
Secret Recipe,253
Andy Capp's fries,397
Doritos,335
Pizza Hut,356
McDonald's,282
Bewley's,334
Wendy's,218
KFC,479
Wonder Bread,275
Subway,302
Andy Capp's fries,422
Nesquik,93
Secret Recipe,268
Nesquik,496
Heinz,196
Olymel,339
Pizza Hut,417
Subway,329
Taco Bell,450
Applebee's,298
Nabisco,432
Dunkin' Donuts,119
LEonidas,350
Starbucks,141
Nesquik,295
Lavazza,394
M&M Food Market,488
Betty Crocker,264
Cobblestone,304
Cheetos,146
Papadopoulos,223
Starbucks,123
Cobblestone,95
Bel Group,140
Nesquik,188
Wonder Bread,285
McDonald's,380
Cobblestone,416
Olymel,480
Papadopoulos,336
M&M Food Market,458
Tic Tac,157
Vitta Foods,238
Kinder,235
Kinder,406
Subway,497
Burger King,399
Kinder,434
Vitta Foods,266
Magnum,262
Burger King,364
Nesquik,414
Dr. Oetker,422
Bel Group,441
Dunkin' Donuts,482
Secret Recipe,222
Kinder,424
Sun-Pat,325
McDonald's,346
Olymel,462
Kits,425
Dr. Oetker,191
Kinder,230
Nesquik,379
Doritos,261
Tic Tac,366
Baskin robbins,73
Red Lobster,449
Magnum,78
Carib Brewery,115
Dr. Oetker,126
Betty Crocker,85
McDonald's,454
Vitta Foods,313
Dr. Oetker,238
Lavazza,182
Subway,457
Wonder Bread,313
Taco Bell,402
Heinz,387
Soprole,284
Dr. Oetker,132
Nesquik,315
Bel Group,494
Sun-Pat,383
Heinz,251
LEonidas,69
Bewley's,451
Carib Brewery,86
Magnum,108
Domino,282
LEonidas,178
Baskin robbins,304
Wonder Bread,153
Dunkin' Donuts,333
Lavazza,62
Subway,201
Burger King,338
Wendy's,309
Applebee's,458
Dunkin' Donuts,483
Vitta Foods,233
Sun-Pat,452
Soprole,162
Dr. Oetker,284
McDonald's,255
Vitta Foods,344
Secret Recipe,143
KFC,446
Kits,290
Olymel,57
Lavazza,494
Wonder Bread,398
Dr. Oetker,154
Sun-Pat,99
Starbucks,274
Nesquik,458
Cheetos,268
Taco Bell,128
Andy Capp's fries,154
Knorr,123
Carib Brewery,104
Nesquik,451
Kits,331
Kinder,146
Doritos,104
Papadopoulos,250
Soprole,335
Sun-Pat,492
Wendy's,429
Soprole,271
Sun-Pat,69
Sun-Pat,55
Lavazza,76
Olymel,417
Andy Capp's fries,394
Red Lobster,421
Doritos,56
KFC,150
Tic Tac,275
Soprole,294
Red Lobster,233
Wonder Bread,394
Applebee's,345
Olymel,429
Tic Tac,304
Dr. Oetker,420
McDonald's,207
Papadopoulos,65
McDonald's,97
Taco Bell,51
Domino,149
Taco Bell,471
Nutella,362
Bewley's,371
Doritos,227
Nesquik,281
Baskin robbins,131
Secret Recipe,149
Sun-Pat,439
Kinder,363
Starbucks,199
KFC,92
M&M Food Market,224
Cobblestone,204
Cheetos,456
Bewley's,392
Vitta Foods,369
Carib Brewery,489
Knorr,261
Tic Tac,177
Nutella,258
Baskin robbins,262
Domino,340
Doritos,196
Kits,190
Wonder Bread,330
Kits,428
Nesquik,102
Subway,256
Cobblestone,283
Pizza Hut,234
Nabisco,407
Andy Capp's fries,208
Taco Bell,239
Carib Brewery,193
Pizza Hut,123
Wendy's,387
Heinz,238
Olymel,264
Dunkin' Donuts,482
Doritos,496
Subway,125
McDonald's,99
Doritos,104
M&M Food Market,489
Doritos,227
Baskin robbins,201
Nutella,272
Nabisco,208
Magnum,93
Carib Brewery,172
Nabisco,381
KFC,157
Sun-Pat,195
Kits,366
KFC,407
Magnum,217
Magnum,223
Nesquik,79
Secret Recipe,296
Andy Capp's fries,244
Knorr,100
Sun-Pat,487
Kinder,352
Knorr,183
Olymel,425
Andy Capp's fries,296
Tic Tac,240
Bewley's,298
Nabisco,168
McDonald's,214
Kits,448
Kinder,460
LEonidas,394
Papadopoulos,284
Pizza Hut,124
Kits,168
Burger King,346
Burger King,106
Baskin robbins,487
Red Lobster,474
Cheetos,388
Papadopoulos,93
Baskin robbins,169
McDonald's,229
Sun-Pat,306
Knorr,63
Kits,184
Lavazza,476
Kits,366
Wonder Bread,166
Dr. Oetker,194
Nutella,60
Betty Crocker,229
Nesquik,144
Applebee's,332
Burger King,163
Kits,299
Starbucks,193
Pizza Hut,476
Heinz,191
Bel Group,101
Starbucks,411
Cobblestone,63
Red Lobster,110
Secret Recipe,271
Kits,239
LEonidas,479
Heinz,120
Magnum,271
Cobblestone,378
Dr. Oetker,181
Wonder Bread,50
Baskin robbins,315
Applebee's,274
Wonder Bread,69
LEonidas,103
Nutella,84
Applebee's,70
Burger King,104
Doritos,385
Olymel,490
Nutella,272
LEonidas,54
Andy Capp's fries,93
Betty Crocker,378
McDonald's,445
Sun-Pat,73
Dr. Oetker,485
Doritos,450
Andy Capp's fries,380
Kits,371
Soprole,163
Nutella,472
McDonald's,277
Vitta Foods,382
Soprole,368
Heinz,308
Taco Bell,128
Pizza Hut,463
Burger King,108
Nutella,447
Soprole,356
Taco Bell,364
McDonald's,441
Nutella,63
Lavazza,292
Domino,484
Doritos,263
Bel Group,348
LEonidas,333
McDonald's,123
Baskin robbins,64
Wendy's,402
Carib Brewery,73
McDonald's,494
M&M Food Market,400
Domino,289
Magnum,125
Applebee's,69
Doritos,146
Domino,333
M&M Food Market,467
Wonder Bread,134
Bel Group,422
Starbucks,81
Nutella,371
Cobblestone,410
Sun-Pat,390
Bewley's,363
Andy Capp's fries,397
Sun-Pat,248
Lavazza,466
Burger King,304
Carib Brewery,466
Dr. Oetker,287
McDonald's,145
Vitta Foods,214
Olymel,446
LEonidas,145
Dunkin' Donuts,415
Papadopoulos,165
Olymel,247
Kits,443
Domino,346
Nutella,76
Burger King,180
Lavazza,466
M&M Food Market,53
Subway,349
McDonald's,421
Nesquik,195
Andy Capp's fries,207
LEonidas,368
Bewley's,487
Sun-Pat,383
Olymel,289
Kits,440
Nabisco,210
Bel Group,465
Tic Tac,303
Baskin robbins,239
Wendy's,90
Nesquik,139
Knorr,68
Betty Crocker,129
Sun-Pat,457
Soprole,415
Doritos,143
LEonidas,419
Tic Tac,211
Baskin robbins,261
Kinder,126
Tic Tac,450
Nabisco,272
Doritos,159
Bewley's,205
Magnum,466
Doritos,359
Secret Recipe,314
Bel Group,221
Tic Tac,368
Red Lobster,248
Baskin robbins,175
Magnum,159
Dr. Oetker,64
Betty Crocker,250
Kits,275
Burger King,345
Pizza Hut,430
Red Lobster,147
Vitta Foods,209
Lavazza,285
Burger King,169
Nesquik,408
Nesquik,56
Starbucks,496
LEonidas,264
McDonald's,237
Bel Group,319
Kinder,318
Carib Brewery,494
Cobblestone,344
Cheetos,182
Subway,187
McDonald's,70
Secret Recipe,258
Pizza Hut,63
Wonder Bread,276
Lavazza,356
Wendy's,438
Olymel,56
Baskin robbins,117
Baskin robbins,403
Tic Tac,314
Wendy's,58
Wonder Bread,401
Magnum,328
Baskin robbins,490
Wendy's,364
Kits,114
Applebee's,407
Secret Recipe,79
Doritos,245
Sun-Pat,295
Kits,497
Kits,311
M&M Food Market,129
Burger King,79
Tic Tac,131
Papadopoulos,356
Burger King,362
Secret Recipe,260
Dunkin' Donuts,287
Andy Capp's fries,388
Starbucks,246
Cheetos,345
Sun-Pat,438
Starbucks,223
Doritos,80
Domino,363
Dr. Oetker,195
Papadopoulos,53
Vitta Foods,414
Olymel,332
Red Lobster,81
Baskin robbins,428
Olymel,219
Soprole,180
McDonald's,428
Wonder Bread,130
Betty Crocker,441
Dunkin' Donuts,331
Papadopoulos,232
Vitta Foods,378
Secret Recipe,64
Lavazza,404
Bewley's,421
Papadopoulos,95
Dr. Oetker,181
McDonald's,429
Cobblestone,63
Taco Bell,419
Secret Recipe,337
Cheetos,161
Baskin robbins,316
Starbucks,438
Dunkin' Donuts,169
Nutella,181
Andy Capp's fries,454
McDonald's,297
Knorr,256
Cobblestone,126
Soprole,201
Nesquik,208
Tic Tac,327
Nesquik,139
Cobblestone,305
Knorr,385
Cobblestone,424
Secret Recipe,444
Nutella,369
LEonidas,367
Baskin robbins,273
Baskin robbins,263
Nutella,151
Burger King,171
Heinz,482
Applebee's,446
Doritos,220
Nesquik,489
Papadopoulos,107
Pizza Hut,287
Cheetos,361
Papadopoulos,89
Burger King,129
Vitta Foods,427
M&M Food Market,328
Sun-Pat,114
Tic Tac,332
Kinder,145
Red Lobster,333
Domino,334
Olymel,433
Wonder Bread,215
LEonidas,481
Kinder,474
Soprole,202
Cobblestone,408
Cobblestone,74
Nabisco,251
Vitta Foods,69
Kits,377
Bel Group,317
Doritos,130
Cobblestone,431
Wendy's,81
Lavazza,454
Betty Crocker,457
Andy Capp's fries,390
Lavazza,328
Subway,125
McDonald's,259
Baskin robbins,61
Nesquik,161
Subway,422
Magnum,418
Wonder Bread,312
Bel Group,123
LEonidas,374
Pizza Hut,315
Dr. Oetker,149
Kinder,378
Vitta Foods,490
M&M Food Market,419
LEonidas,246
Nesquik,304
Soprole,327
Dr. Oetker,407
Papadopoulos,312
M&M Food Market,153
Cheetos,245
Starbucks,278
Kinder,133
Andy Capp's fries,394
Dunkin' Donuts,323
Cobblestone,481
Pizza Hut,389
Domino,81
Baskin robbins,400
McDonald's,117
Burger King,184
Andy Capp's fries,428
Soprole,164
Nesquik,399
Burger King,255
Sun-Pat,498
Nesquik,115
Nesquik,380
Cobblestone,286
Doritos,395
Secret Recipe,424
Olymel,482
Nesquik,120
Olymel,480
Dr. Oetker,88
Andy Capp's fries,389
Kits,252
Heinz,129
Bewley's,77
Heinz,397
Carib Brewery,454
Cobblestone,135
Applebee's,197
Knorr,155
Dunkin' Donuts,372
Bewley's,324
Carib Brewery,384
Knorr,318
Baskin robbins,373
Soprole,299
Kits,118
Sun-Pat,203
Heinz,444
Nutella,352
Lavazza,471
Applebee's,166
Soprole,469
Doritos,232
McDonald's,492
Applebee's,402
Cobblestone,477
Secret Recipe,252
Cobblestone,72
Andy Capp's fries,197
M&M Food Market,141
Kits,66
Cobblestone,158
Doritos,466
Subway,498
Wonder Bread,95
Wonder Bread,124
Starbucks,366
Bewley's,271
Tic Tac,114
Kits,248
Nesquik,114
Bewley's,476
Nabisco,104
Knorr,122
Wendy's,386
Red Lobster,318
Kits,113
Starbucks,473
KFC,270
Nabisco,394
Nesquik,273
M&M Food Market,447
Pizza Hut,119
Kits,326
Soprole,429
Olymel,290
Subway,123
Nesquik,458
Secret Recipe,221
Wendy's,311
Carib Brewery,106
Applebee's,339
Nutella,412
Nesquik,386
Magnum,408
LEonidas,224
Nutella,179
Cobblestone,323
Taco Bell,433
LEonidas,86
Kits,149
Domino,123
LEonidas,347
Cobblestone,457
Kinder,489
Dunkin' Donuts,296
Cheetos,342
Andy Capp's fries,496
McDonald's,476
Applebee's,308
Kits,190
Heinz,461
Subway,402
Sun-Pat,494
Knorr,271
Lavazza,251
Magnum,466
Papadopoulos,440
Andy Capp's fries,423
Kits,158
Cheetos,136
Doritos,428
Dr. Oetker,56
Nutella,168
Sun-Pat,199
Nesquik,321
Tic Tac,496
Kinder,387
Burger King,290
Starbucks,406
Kinder,200
Kits,297
Sun-Pat,136
Bewley's,301
Baskin robbins,413
Secret Recipe,354
Starbucks,382
Carib Brewery,438
M&M Food Market,479
Betty Crocker,168
Starbucks,211
Pizza Hut,277
Pizza Hut,388
LEonidas,419
Starbucks,396
Domino,114
KFC,173
Red Lobster,117
Baskin robbins,120
Nabisco,482
Subway,205
Baskin robbins,411
Wendy's,242
Soprole,109
Starbucks,123
Baskin robbins,261
Betty Crocker,328
Nutella,355
Vitta Foods,302
Dr. Oetker,440
Sun-Pat,461
Andy Capp's fries,211
Pizza Hut,127
Soprole,322
Taco Bell,474
Bewley's,251
Bewley's,409
Applebee's,291
Nabisco,307
McDonald's,483
Kinder,250
Nutella,381
Sun-Pat,487
Pizza Hut,196
Lavazza,284
Olymel,304
Applebee's,208
Lavazza,214
Doritos,397
Burger King,429
Doritos,102
M&M Food Market,481
Burger King,362
Bewley's,488
Dunkin' Donuts,218
Domino,223
Kits,138
Knorr,127
Applebee's,464
Bewley's,227
Heinz,232
Nabisco,57
Bewley's,126
Domino,221
Domino,327
Knorr,254
Baskin robbins,340
Bel Group,460
Knorr,482
Secret Recipe,469
Nabisco,227
Doritos,494
Kits,411
McDonald's,409
Papadopoulos,128
Pizza Hut,394
Kinder,69
Kinder,181
Tic Tac,309
Red Lobster,165
Nabisco,209
Papadopoulos,58
Papadopoulos,498
Bel Group,240
KFC,466
Cobblestone,64
Sun-Pat,411
Dr. Oetker,233
Soprole,164
KFC,476
Andy Capp's fries,344
Tic Tac,174
Bel Group,88
Burger King,91
M&M Food Market,488
Kinder,173
Bewley's,73
Doritos,446
Tic Tac,351
Domino,82
Taco Bell,82
Tic Tac,314
Tic Tac,202
Dr. Oetker,156
Starbucks,334
LEonidas,328
Sun-Pat,166
LEonidas,314
Cheetos,160
Betty Crocker,247
LEonidas,121
Magnum,481
Starbucks,71
Subway,300
Nesquik,174
Taco Bell,69
Heinz,443
Wonder Bread,320
Heinz,175
Burger King,458
KFC,131
Red Lobster,488
Wonder Bread,239
Dunkin' Donuts,273
Cheetos,95
Wonder Bread,331
Starbucks,60
McDonald's,227
Bel Group,458
Doritos,413
Kits,318
Baskin robbins,322
Carib Brewery,289
Magnum,390
Tic Tac,492
Heinz,142
Magnum,439
McDonald's,229
KFC,429
Taco Bell,258
Wonder Bread,400
Carib Brewery,55
Starbucks,459
Baskin robbins,395
Pizza Hut,50
Lavazza,445
LEonidas,326
Knorr,200
Kits,321
Starbucks,439
M&M Food Market,449
Dunkin' Donuts,268
Secret Recipe,135
Heinz,65
Papadopoulos,92
Domino,235
Lavazza,157
Wonder Bread,176
McDonald's,99
Soprole,132
Pizza Hut,76
Pizza Hut,437
Dunkin' Donuts,464
Sun-Pat,143
Wendy's,128
Lavazza,205
Vitta Foods,363
Tic Tac,281
Baskin robbins,320
Soprole,360
Nesquik,99
Bel Group,179
Taco Bell,469
Papadopoulos,202
Red Lobster,304
Magnum,476
Starbucks,362
Cheetos,291
Papadopoulos,397
Knorr,221
Taco Bell,317
Wendy's,202
Bewley's,94
Domino,343
Pizza Hut,450
Baskin robbins,458
Wonder Bread,65
Carib Brewery,174
Heinz,89
Secret Recipe,368
Pizza Hut,180
Applebee's,253
Lavazza,227
Cheetos,171
Red Lobster,200
Wendy's,217
Bewley's,199
Baskin robbins,280
Carib Brewery,461
Papadopoulos,255
Cheetos,446
Vitta Foods,193
Burger King,463
Taco Bell,430
Sun-Pat,140
Soprole,242
Cheetos,113
Applebee's,171
M&M Food Market,303
Applebee's,211
Sun-Pat,130
Burger King,66
Starbucks,393
Dr. Oetker,79
Nutella,303
Olymel,450
Taco Bell,432
Nabisco,278
Cobblestone,354
Wendy's,244
Knorr,329
Dunkin' Donuts,57
M&M Food Market,308
Nutella,326
Cobblestone,436
Nutella,288
Nutella,129
Magnum,186
Domino,470
Burger King,349
Betty Crocker,268
KFC,74
Wendy's,428
Tic Tac,327
Nutella,267
KFC,464
Taco Bell,301
Papadopoulos,55
Papadopoulos,236
Burger King,192
Tic Tac,292
Soprole,69
Dunkin' Donuts,342
Vitta Foods,218
Kinder,463
Kits,224
Bel Group,211
Andy Capp's fries,210
Andy Capp's fries,317
Applebee's,391
Doritos,180
Doritos,435
Nutella,497
Applebee's,214
Andy Capp's fries,414
Betty Crocker,65
McDonald's,100
Magnum,151
Betty Crocker,453
Wonder Bread,216
Tic Tac,275
M&M Food Market,498
Burger King,302
Andy Capp's fries,131
Starbucks,121
Cobblestone,469
Burger King,353
Sun-Pat,305
Knorr,440
Baskin robbins,344
Andy Capp's fries,319
Soprole,147
Baskin robbins,61
Starbucks,110
Taco Bell,247
M&M Food Market,402
Olymel,332
Starbucks,138
Doritos,365
Burger King,206
Cobblestone,414
Cheetos,275
Cheetos,429
Sun-Pat,421
McDonald's,158
Pizza Hut,452
Betty Crocker,388
Soprole,175
Heinz,217
Knorr,229
Andy Capp's fries,292
Sun-Pat,253
LEonidas,297
Bewley's,405
Heinz,240
Tic Tac,113
Burger King,403
Cobblestone,432
Baskin robbins,144
Bewley's,185
Wonder Bread,77
Dunkin' Donuts,189
Kits,365
Wendy's,246
Nutella,321
Wonder Bread,198
Knorr,65
Andy Capp's fries,401
Olymel,59
KFC,468
Nesquik,421
Kinder,82
Pizza Hut,159
Domino,490
Burger King,436
Dr. Oetker,310
Dunkin' Donuts,298
